"Location","Year","Series","Series Code","Month","Permits"
"AMITY",2019,"Units in 5+ Unit Multi-Family Structures",6.0,8.0,0
"AMITY",2019,"Units in 5+ Unit Multi-Family Structures",6.0,9.0,0
"AMITY",2019,"Units in 5+ Unit Multi-Family Structures",6.0,10.0,0
"AMITY",2019,"Units in 5+ Unit Multi-Family Structures",6.0,11.0,0
"AMITY",2019,"Units in 5+ Unit Multi-Family Structures",6.0,12.0,0
"BANKS",2019,"Total Units",1.0,1.0,0
"BANKS",2019,"Total Units",1.0,2.0,0
"BANKS",2019,"Total Units",1.0,3.0,0
"BANKS",2019,"Total Units",1.0,4.0,0
"BANKS",2019,"Total Units",1.0,5.0,0
"BANKS",2019,"Total Units",1.0,6.0,0
"BANKS",2019,"Total Units",1.0,7.0,0
"BANKS",2019,"Total Units",1.0,8.0,0
"BANKS",2019,"Total Units",1.0,9.0,0
"BANKS",2019,"Total Units",1.0,10.0,0
"BANKS",2019,"Total Units",1.0,11.0,0
"BANKS",2019,"Total Units",1.0,12.0,0
"BANKS",2019,"Units in Single-Family Structures",2.0,1.0,0
"BANKS",2019,"Units in Single-Family Structures",2.0,2.0,0
"BANKS",2019,"Units in Single-Family Structures",2.0,3.0,0
"BANKS",2019,"Units in Single-Family Structures",2.0,4.0,0
"BANKS",2019,"Units in Single-Family Structures",2.0,5.0,0
"BANKS",2019,"Units in Single-Family Structures",2.0,6.0,0
"BANKS",2019,"Units in Single-Family Structures",2.0,7.0,0
"BANKS",2019,"Units in Single-Family Structures",2.0,8.0,0
"BANKS",2019,"Units in Single-Family Structures",2.0,9.0,0
"BANKS",2019,"Units in Single-Family Structures",2.0,10.0,0
"BANKS",2019,"Units in Single-Family Structures",2.0,11.0,0
"BANKS",2019,"Units in Single-Family Structures",2.0,12.0,0
"BANKS",2019,"Units in All Multi-Family Structures",3.0,1.0,0
"BANKS",2019,"Units in All Multi-Family Structures",3.0,2.0,0
"BANKS",2019,"Units in All Multi-Family Structures",3.0,3.0,0
"BANKS",2019,"Units in All Multi-Family Structures",3.0,4.0,0
"BANKS",2019,"Units in All Multi-Family Structures",3.0,5.0,0
"BANKS",2019,"Units in All Multi-Family Structures",3.0,6.0,0
"BANKS",2019,"Units in All Multi-Family Structures",3.0,7.0,0
"BANKS",2019,"Units in All Multi-Family Structures",3.0,8.0,0
"BANKS",2019,"Units in All Multi-Family Structures",3.0,9.0,0
"BANKS",2019,"Units in All Multi-Family Structures",3.0,10.0,0
"BANKS",2019,"Units in All Multi-Family Structures",3.0,11.0,0
"BANKS",2019,"Units in All Multi-Family Structures",3.0,12.0,0
"BANKS",2019,"Units in 2-unit Multi-Family Structures",4.0,1.0,0
"BANKS",2019,"Units in 2-unit Multi-Family Structures",4.0,2.0,0
"BANKS",2019,"Units in 2-unit Multi-Family Structures",4.0,3.0,0
"BANKS",2019,"Units in 2-unit Multi-Family Structures",4.0,4.0,0
"BANKS",2019,"Units in 2-unit Multi-Family Structures",4.0,5.0,0
"BANKS",2019,"Units in 2-unit Multi-Family Structures",4.0,6.0,0
"BANKS",2019,"Units in 2-unit Multi-Family Structures",4.0,7.0,0
"BANKS",2019,"Units in 2-unit Multi-Family Structures",4.0,8.0,0
"BANKS",2019,"Units in 2-unit Multi-Family Structures",4.0,9.0,0
"BANKS",2019,"Units in 2-unit Multi-Family Structures",4.0,10.0,0
"BANKS",2019,"Units in 2-unit Multi-Family Structures",4.0,11.0,0
"BANKS",2019,"Units in 2-unit Multi-Family Structures",4.0,12.0,0
"BANKS",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,1.0,0
"BANKS",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,2.0,0
"BANKS",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,3.0,0
"BANKS",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,4.0,0
"BANKS",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,5.0,0
"BANKS",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,6.0,0
"BANKS",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,7.0,0
"BANKS",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,8.0,0
"BANKS",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,9.0,0
"BANKS",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,10.0,0
"BANKS",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,11.0,0
"BANKS",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,12.0,0
"BANKS",2019,"Units in 5+ Unit Multi-Family Structures",6.0,1.0,0
"BANKS",2019,"Units in 5+ Unit Multi-Family Structures",6.0,2.0,0
"BANKS",2019,"Units in 5+ Unit Multi-Family Structures",6.0,3.0,0
"BANKS",2019,"Units in 5+ Unit Multi-Family Structures",6.0,4.0,0
"BANKS",2019,"Units in 5+ Unit Multi-Family Structures",6.0,5.0,0
"BANKS",2019,"Units in 5+ Unit Multi-Family Structures",6.0,6.0,0
"BANKS",2019,"Units in 5+ Unit Multi-Family Structures",6.0,7.0,0
"BANKS",2019,"Units in 5+ Unit Multi-Family Structures",6.0,8.0,0
"BANKS",2019,"Units in 5+ Unit Multi-Family Structures",6.0,9.0,0
"BANKS",2019,"Units in 5+ Unit Multi-Family Structures",6.0,10.0,0
"BANKS",2019,"Units in 5+ Unit Multi-Family Structures",6.0,11.0,0
"BANKS",2019,"Units in 5+ Unit Multi-Family Structures",6.0,12.0,0
"BARLOW",2019,"Total Units",1.0,1.0,0
"BARLOW",2019,"Total Units",1.0,2.0,0
"BARLOW",2019,"Total Units",1.0,3.0,0
"BARLOW",2019,"Total Units",1.0,4.0,0
"BARLOW",2019,"Total Units",1.0,5.0,0
"BARLOW",2019,"Total Units",1.0,6.0,0
"BARLOW",2019,"Total Units",1.0,7.0,0
"BARLOW",2019,"Total Units",1.0,8.0,0
"BARLOW",2019,"Total Units",1.0,9.0,0
"BARLOW",2019,"Total Units",1.0,10.0,0
"BARLOW",2019,"Total Units",1.0,11.0,0
"BARLOW",2019,"Total Units",1.0,12.0,0
"BARLOW",2019,"Units in Single-Family Structures",2.0,1.0,0
"BARLOW",2019,"Units in Single-Family Structures",2.0,2.0,0
"BARLOW",2019,"Units in Single-Family Structures",2.0,3.0,0
"BARLOW",2019,"Units in Single-Family Structures",2.0,4.0,0
"BARLOW",2019,"Units in Single-Family Structures",2.0,5.0,0
"BARLOW",2019,"Units in Single-Family Structures",2.0,6.0,0
"BARLOW",2019,"Units in Single-Family Structures",2.0,7.0,0
"BARLOW",2019,"Units in Single-Family Structures",2.0,8.0,0
"BARLOW",2019,"Units in Single-Family Structures",2.0,9.0,0
"BARLOW",2019,"Units in Single-Family Structures",2.0,10.0,0
"BARLOW",2019,"Units in Single-Family Structures",2.0,11.0,0
"BARLOW",2019,"Units in Single-Family Structures",2.0,12.0,0
"BARLOW",2019,"Units in All Multi-Family Structures",3.0,1.0,0
"BARLOW",2019,"Units in All Multi-Family Structures",3.0,2.0,0
"BARLOW",2019,"Units in All Multi-Family Structures",3.0,3.0,0
"BARLOW",2019,"Units in All Multi-Family Structures",3.0,4.0,0
"BARLOW",2019,"Units in All Multi-Family Structures",3.0,5.0,0
"BARLOW",2019,"Units in All Multi-Family Structures",3.0,6.0,0
"BARLOW",2019,"Units in All Multi-Family Structures",3.0,7.0,0
"BARLOW",2019,"Units in All Multi-Family Structures",3.0,8.0,0
"BARLOW",2019,"Units in All Multi-Family Structures",3.0,9.0,0
"BARLOW",2019,"Units in All Multi-Family Structures",3.0,10.0,0
"BARLOW",2019,"Units in All Multi-Family Structures",3.0,11.0,0
"BARLOW",2019,"Units in All Multi-Family Structures",3.0,12.0,0
"BARLOW",2019,"Units in 2-unit Multi-Family Structures",4.0,1.0,0
"BARLOW",2019,"Units in 2-unit Multi-Family Structures",4.0,2.0,0
"BARLOW",2019,"Units in 2-unit Multi-Family Structures",4.0,3.0,0
"BARLOW",2019,"Units in 2-unit Multi-Family Structures",4.0,4.0,0
"BARLOW",2019,"Units in 2-unit Multi-Family Structures",4.0,5.0,0
"BARLOW",2019,"Units in 2-unit Multi-Family Structures",4.0,6.0,0
"BARLOW",2019,"Units in 2-unit Multi-Family Structures",4.0,7.0,0
"BARLOW",2019,"Units in 2-unit Multi-Family Structures",4.0,8.0,0
"BARLOW",2019,"Units in 2-unit Multi-Family Structures",4.0,9.0,0
"BARLOW",2019,"Units in 2-unit Multi-Family Structures",4.0,10.0,0
"BARLOW",2019,"Units in 2-unit Multi-Family Structures",4.0,11.0,0
"BARLOW",2019,"Units in 2-unit Multi-Family Structures",4.0,12.0,0
"BARLOW",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,1.0,0
"BARLOW",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,2.0,0
"BARLOW",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,3.0,0
"BARLOW",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,4.0,0
"BARLOW",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,5.0,0
"BARLOW",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,6.0,0
"BARLOW",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,7.0,0
"BARLOW",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,8.0,0
"BARLOW",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,9.0,0
"BARLOW",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,10.0,0
"BARLOW",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,11.0,0
"BARLOW",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,12.0,0
"BARLOW",2019,"Units in 5+ Unit Multi-Family Structures",6.0,1.0,0
"BARLOW",2019,"Units in 5+ Unit Multi-Family Structures",6.0,2.0,0
"BARLOW",2019,"Units in 5+ Unit Multi-Family Structures",6.0,3.0,0
"BARLOW",2019,"Units in 5+ Unit Multi-Family Structures",6.0,4.0,0
"BARLOW",2019,"Units in 5+ Unit Multi-Family Structures",6.0,5.0,0
"BARLOW",2019,"Units in 5+ Unit Multi-Family Structures",6.0,6.0,0
"BARLOW",2019,"Units in 5+ Unit Multi-Family Structures",6.0,7.0,0
"BARLOW",2019,"Units in 5+ Unit Multi-Family Structures",6.0,8.0,0
"BARLOW",2019,"Units in 5+ Unit Multi-Family Structures",6.0,9.0,0
"BARLOW",2019,"Units in 5+ Unit Multi-Family Structures",6.0,10.0,0
"BARLOW",2019,"Units in 5+ Unit Multi-Family Structures",6.0,11.0,0
"BARLOW",2019,"Units in 5+ Unit Multi-Family Structures",6.0,12.0,0
"BATTLE GROUND",2019,"Total Units",1.0,1.0,11.0
"BATTLE GROUND",2019,"Total Units",1.0,2.0,10.0
"BATTLE GROUND",2019,"Total Units",1.0,3.0,12.0
"BATTLE GROUND",2019,"Total Units",1.0,4.0,15.0
"BATTLE GROUND",2019,"Total Units",1.0,5.0,15.0
"BATTLE GROUND",2019,"Total Units",1.0,6.0,13.0
"BATTLE GROUND",2019,"Total Units",1.0,7.0,14.0
"BATTLE GROUND",2019,"Total Units",1.0,8.0,13.0
"BATTLE GROUND",2019,"Total Units",1.0,9.0,11.0
"BATTLE GROUND",2019,"Total Units",1.0,10.0,0
"BATTLE GROUND",2019,"Total Units",1.0,11.0,0
"BATTLE GROUND",2019,"Total Units",1.0,12.0,0
"BATTLE GROUND",2019,"Units in Single-Family Structures",2.0,1.0,11.0
"BATTLE GROUND",2019,"Units in Single-Family Structures",2.0,2.0,10.0
"BATTLE GROUND",2019,"Units in Single-Family Structures",2.0,3.0,12.0
"BATTLE GROUND",2019,"Units in Single-Family Structures",2.0,4.0,15.0
"BATTLE GROUND",2019,"Units in Single-Family Structures",2.0,5.0,15.0
"BATTLE GROUND",2019,"Units in Single-Family Structures",2.0,6.0,13.0
"BATTLE GROUND",2019,"Units in Single-Family Structures",2.0,7.0,14.0
"BATTLE GROUND",2019,"Units in Single-Family Structures",2.0,8.0,13.0
"BATTLE GROUND",2019,"Units in Single-Family Structures",2.0,9.0,11.0
"BATTLE GROUND",2019,"Units in Single-Family Structures",2.0,10.0,0
"BATTLE GROUND",2019,"Units in Single-Family Structures",2.0,11.0,0
"BATTLE GROUND",2019,"Units in Single-Family Structures",2.0,12.0,0
"BATTLE GROUND",2019,"Units in All Multi-Family Structures",3.0,1.0,0
"BATTLE GROUND",2019,"Units in All Multi-Family Structures",3.0,2.0,0
"BATTLE GROUND",2019,"Units in All Multi-Family Structures",3.0,3.0,0
"BATTLE GROUND",2019,"Units in All Multi-Family Structures",3.0,4.0,0
"BATTLE GROUND",2019,"Units in All Multi-Family Structures",3.0,5.0,0
"BATTLE GROUND",2019,"Units in All Multi-Family Structures",3.0,6.0,0
"BATTLE GROUND",2019,"Units in All Multi-Family Structures",3.0,7.0,0
"BATTLE GROUND",2019,"Units in All Multi-Family Structures",3.0,8.0,0
"BATTLE GROUND",2019,"Units in All Multi-Family Structures",3.0,9.0,0
"BATTLE GROUND",2019,"Units in All Multi-Family Structures",3.0,10.0,0
"BATTLE GROUND",2019,"Units in All Multi-Family Structures",3.0,11.0,0
"BATTLE GROUND",2019,"Units in All Multi-Family Structures",3.0,12.0,0
"BATTLE GROUND",2019,"Units in 2-unit Multi-Family Structures",4.0,1.0,0
"BATTLE GROUND",2019,"Units in 2-unit Multi-Family Structures",4.0,2.0,0
"BATTLE GROUND",2019,"Units in 2-unit Multi-Family Structures",4.0,3.0,0
"BATTLE GROUND",2019,"Units in 2-unit Multi-Family Structures",4.0,4.0,0
"BATTLE GROUND",2019,"Units in 2-unit Multi-Family Structures",4.0,5.0,0
"BATTLE GROUND",2019,"Units in 2-unit Multi-Family Structures",4.0,6.0,0
"BATTLE GROUND",2019,"Units in 2-unit Multi-Family Structures",4.0,7.0,0
"BATTLE GROUND",2019,"Units in 2-unit Multi-Family Structures",4.0,8.0,0
"BATTLE GROUND",2019,"Units in 2-unit Multi-Family Structures",4.0,9.0,0
"BATTLE GROUND",2019,"Units in 2-unit Multi-Family Structures",4.0,10.0,0
"BATTLE GROUND",2019,"Units in 2-unit Multi-Family Structures",4.0,11.0,0
"BATTLE GROUND",2019,"Units in 2-unit Multi-Family Structures",4.0,12.0,0
"BATTLE GROUND",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,1.0,0
"BATTLE GROUND",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,2.0,0
"BATTLE GROUND",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,3.0,0
"BATTLE GROUND",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,4.0,0
"BATTLE GROUND",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,5.0,0
"BATTLE GROUND",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,6.0,0
"BATTLE GROUND",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,7.0,0
"BATTLE GROUND",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,8.0,0
"BATTLE GROUND",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,9.0,0
"BATTLE GROUND",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,10.0,0
"BATTLE GROUND",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,11.0,0
"BATTLE GROUND",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,12.0,0
"BATTLE GROUND",2019,"Units in 5+ Unit Multi-Family Structures",6.0,1.0,0
"BATTLE GROUND",2019,"Units in 5+ Unit Multi-Family Structures",6.0,2.0,0
"BATTLE GROUND",2019,"Units in 5+ Unit Multi-Family Structures",6.0,3.0,0
"BATTLE GROUND",2019,"Units in 5+ Unit Multi-Family Structures",6.0,4.0,0
"BATTLE GROUND",2019,"Units in 5+ Unit Multi-Family Structures",6.0,5.0,0
"BATTLE GROUND",2019,"Units in 5+ Unit Multi-Family Structures",6.0,6.0,0
"BATTLE GROUND",2019,"Units in 5+ Unit Multi-Family Structures",6.0,7.0,0
"BATTLE GROUND",2019,"Units in 5+ Unit Multi-Family Structures",6.0,8.0,0
"BATTLE GROUND",2019,"Units in 5+ Unit Multi-Family Structures",6.0,9.0,0
"BATTLE GROUND",2019,"Units in 5+ Unit Multi-Family Structures",6.0,10.0,0
"BATTLE GROUND",2019,"Units in 5+ Unit Multi-Family Structures",6.0,11.0,0
"BATTLE GROUND",2019,"Units in 5+ Unit Multi-Family Structures",6.0,12.0,0
"BEAVERTON",2019,"Total Units",1.0,1.0,6.0
"BEAVERTON",2019,"Total Units",1.0,2.0,2.0
"BEAVERTON",2019,"Total Units",1.0,3.0,11.0
"BEAVERTON",2019,"Total Units",1.0,4.0,27.0
"BEAVERTON",2019,"Total Units",1.0,5.0,20.0
"BEAVERTON",2019,"Total Units",1.0,6.0,19.0
"BEAVERTON",2019,"Total Units",1.0,7.0,19.0
"BEAVERTON",2019,"Total Units",1.0,8.0,15.0
"BEAVERTON",2019,"Total Units",1.0,9.0,3.0
"BEAVERTON",2019,"Total Units",1.0,10.0,0
"BEAVERTON",2019,"Total Units",1.0,11.0,0
"BEAVERTON",2019,"Total Units",1.0,12.0,0
"BEAVERTON",2019,"Units in Single-Family Structures",2.0,1.0,6.0
"BEAVERTON",2019,"Units in Single-Family Structures",2.0,2.0,2.0
"BEAVERTON",2019,"Units in Single-Family Structures",2.0,3.0,11.0
"BEAVERTON",2019,"Units in Single-Family Structures",2.0,4.0,27.0
"BEAVERTON",2019,"Units in Single-Family Structures",2.0,5.0,20.0
"BEAVERTON",2019,"Units in Single-Family Structures",2.0,6.0,19.0
"BEAVERTON",2019,"Units in Single-Family Structures",2.0,7.0,19.0
"BEAVERTON",2019,"Units in Single-Family Structures",2.0,8.0,15.0
"BEAVERTON",2019,"Units in Single-Family Structures",2.0,9.0,3.0
"BEAVERTON",2019,"Units in Single-Family Structures",2.0,10.0,0
"BEAVERTON",2019,"Units in Single-Family Structures",2.0,11.0,0
"BEAVERTON",2019,"Units in Single-Family Structures",2.0,12.0,0
"BEAVERTON",2019,"Units in All Multi-Family Structures",3.0,1.0,0
"BEAVERTON",2019,"Units in All Multi-Family Structures",3.0,2.0,0
"BEAVERTON",2019,"Units in All Multi-Family Structures",3.0,3.0,0
"BEAVERTON",2019,"Units in All Multi-Family Structures",3.0,4.0,0
"BEAVERTON",2019,"Units in All Multi-Family Structures",3.0,5.0,0
"BEAVERTON",2019,"Units in All Multi-Family Structures",3.0,6.0,0
"BEAVERTON",2019,"Units in All Multi-Family Structures",3.0,7.0,0
"BEAVERTON",2019,"Units in All Multi-Family Structures",3.0,8.0,0
"BEAVERTON",2019,"Units in All Multi-Family Structures",3.0,9.0,0
"BEAVERTON",2019,"Units in All Multi-Family Structures",3.0,10.0,0
"BEAVERTON",2019,"Units in All Multi-Family Structures",3.0,11.0,0
"BEAVERTON",2019,"Units in All Multi-Family Structures",3.0,12.0,0
"BEAVERTON",2019,"Units in 2-unit Multi-Family Structures",4.0,1.0,0
"BEAVERTON",2019,"Units in 2-unit Multi-Family Structures",4.0,2.0,0
"BEAVERTON",2019,"Units in 2-unit Multi-Family Structures",4.0,3.0,0
"BEAVERTON",2019,"Units in 2-unit Multi-Family Structures",4.0,4.0,0
"BEAVERTON",2019,"Units in 2-unit Multi-Family Structures",4.0,5.0,0
"BEAVERTON",2019,"Units in 2-unit Multi-Family Structures",4.0,6.0,0
"BEAVERTON",2019,"Units in 2-unit Multi-Family Structures",4.0,7.0,0
"BEAVERTON",2019,"Units in 2-unit Multi-Family Structures",4.0,8.0,0
"BEAVERTON",2019,"Units in 2-unit Multi-Family Structures",4.0,9.0,0
"BEAVERTON",2019,"Units in 2-unit Multi-Family Structures",4.0,10.0,0
"BEAVERTON",2019,"Units in 2-unit Multi-Family Structures",4.0,11.0,0
"BEAVERTON",2019,"Units in 2-unit Multi-Family Structures",4.0,12.0,0
"BEAVERTON",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,1.0,0
"BEAVERTON",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,2.0,0
"BEAVERTON",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,3.0,0
"BEAVERTON",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,4.0,0
"BEAVERTON",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,5.0,0
"BEAVERTON",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,6.0,0
"BEAVERTON",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,7.0,0
"BEAVERTON",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,8.0,0
"BEAVERTON",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,9.0,0
"BEAVERTON",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,10.0,0
"BEAVERTON",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,11.0,0
"BEAVERTON",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,12.0,0
"BEAVERTON",2019,"Units in 5+ Unit Multi-Family Structures",6.0,1.0,0
"BEAVERTON",2019,"Units in 5+ Unit Multi-Family Structures",6.0,2.0,0
"BEAVERTON",2019,"Units in 5+ Unit Multi-Family Structures",6.0,3.0,0
"BEAVERTON",2019,"Units in 5+ Unit Multi-Family Structures",6.0,4.0,0
"BEAVERTON",2019,"Units in 5+ Unit Multi-Family Structures",6.0,5.0,0
"BEAVERTON",2019,"Units in 5+ Unit Multi-Family Structures",6.0,6.0,0
"BEAVERTON",2019,"Units in 5+ Unit Multi-Family Structures",6.0,7.0,0
"BEAVERTON",2019,"Units in 5+ Unit Multi-Family Structures",6.0,8.0,0
"BEAVERTON",2019,"Units in 5+ Unit Multi-Family Structures",6.0,9.0,0
"BEAVERTON",2019,"Units in 5+ Unit Multi-Family Structures",6.0,10.0,0
"BEAVERTON",2019,"Units in 5+ Unit Multi-Family Structures",6.0,11.0,0
"BEAVERTON",2019,"Units in 5+ Unit Multi-Family Structures",6.0,12.0,0
"CAMAS",2019,"Total Units",1.0,1.0,18.0
"CAMAS",2019,"Total Units",1.0,2.0,24.0
"CAMAS",2019,"Total Units",1.0,3.0,32.0
"CAMAS",2019,"Total Units",1.0,4.0,46.0
"CAMAS",2019,"Total Units",1.0,5.0,42.0
"CAMAS",2019,"Total Units",1.0,6.0,67.0
"CAMAS",2019,"Total Units",1.0,7.0,82.0
"CAMAS",2019,"Total Units",1.0,8.0,143.0
"CAMAS",2019,"Total Units",1.0,9.0,104.0
"CAMAS",2019,"Total Units",1.0,10.0,0
"CAMAS",2019,"Total Units",1.0,11.0,0
"CAMAS",2019,"Total Units",1.0,12.0,0
"CAMAS",2019,"Units in Single-Family Structures",2.0,1.0,18.0
"CAMAS",2019,"Units in Single-Family Structures",2.0,2.0,24.0
"CAMAS",2019,"Units in Single-Family Structures",2.0,3.0,32.0
"CAMAS",2019,"Units in Single-Family Structures",2.0,4.0,46.0
"CAMAS",2019,"Units in Single-Family Structures",2.0,5.0,30.0
"CAMAS",2019,"Units in Single-Family Structures",2.0,6.0,31.0
